"","Datum","Klant","Technische.tekening","Aantal","Materiaal","Levertermijn","Productiedatum","Complexiteit","Snijlijn","Kosten"
"2034",2016-10-03,"KSW",TRUE,138,"Staal 7mm",5,2016-10-05,2,6,1104
"2035",2016-10-03,"Krom BV",TRUE,123,"RVS 10mm",5,2016-10-05,3,8,1353
"2036",2016-10-03,"Aga Scheepsbouw",TRUE,88,"Staal 7mm",5,2016-10-05,5,5,880
"2037",2016-10-03,"Laardam Kasbouw",TRUE,94,"RVS 7mm",5,2016-10-05,1,9,940
"2038",2016-09-29,"Hattink Spare Parts",TRUE,92,"RVS 10mm",10,2016-10-06,9,5,1288
"2039",2016-09-29,"Secure Fencing",TRUE,122,"RVS 10mm",10,2016-10-06,7,5,1464
"2040",2016-10-04,"Kulong Machinery",TRUE,151,"Staal 7mm",5,2016-10-06,6,4,1510
"2041",2016-10-04,"DTMetal",TRUE,149,"RVS 10mm",5,2016-10-06,10,6,2384
"2042",2016-10-04,"Scientific Machinery",TRUE,100,"RVS 7mm",5,2016-10-06,8,4,1200
"2043",2016-10-04,"Uniebouw Isolatietechnologie",TRUE,114,"RVS 10mm",5,2016-10-06,6,3,1026
"2044",2016-10-04,"Borculo Maritieme Techniek",TRUE,57,"RVS 10mm",5,2016-10-06,8,3,627
"2045",2016-10-04,"Dutch Robot Builders",TRUE,62,"Staal 7mm",5,2016-10-06,10,5,930
"2046",2016-10-04,"FTME",TRUE,71,"RVS 10mm",5,2016-10-06,6,9,1065
"2047",2016-09-30,"Kling Steel",TRUE,26,"RVS 10mm",10,2016-10-07,4,9,338
"2048",2016-10-05,"Proto Steel",TRUE,79,"RVS 10mm",5,2016-10-07,9,6,1185
"2049",2016-10-05,"Larson Automotive Engineering",TRUE,40,"RVS 7mm",5,2016-10-07,5,1,240
"2050",2016-10-05,"Borderwijk Industrial Processing",TRUE,129,"RVS 7mm",5,2016-10-07,3,2,645
"2051",2016-10-05,"Noach Jachtbouw",TRUE,15,"RVS 7mm",5,2016-10-07,5,4,135
"2052",2016-10-05,"Kimble Building Site Logistics",TRUE,241,"RVS 10mm",5,2016-10-07,5,1,1446
"2053",2016-10-05,"FTME",TRUE,129,"Staal 7mm",5,2016-10-07,10,7,2193
"2054",2016-10-05,"Borderwijk Robotics",TRUE,41,"RVS 10mm",5,2016-10-07,7,4,451
"2055",2016-09-11,"Dutch Robot Builders",TRUE,66,"RVS 7mm",30,2016-10-08,9,9,1188
"2056",2016-10-01,"Borculo Maritieme Techniek",TRUE,40,"RVS 10mm",10,2016-10-08,5,5,400
"2057",2016-10-06,"DTMetal",TRUE,156,"RVS 7mm",5,2016-10-08,3,9,1872
"2058",2016-10-06,"Bis BV",TRUE,16,"RVS 7mm",5,2016-10-08,4,1,80
"2059",2016-10-06,"Pol Opleggers",TRUE,23,"RVS 10mm",5,2016-10-08,4,6,230
"2060",2016-10-06,"Andersen Koeltechnologie",TRUE,127,"RVS 7mm",5,2016-10-08,10,6,2032
"2061",2016-10-06,"FTME",TRUE,51,"RVS 10mm",5,2016-10-08,7,9,816
"2062",2016-10-06,"Staalwerk Leuth",TRUE,128,"RVS 7mm",5,2016-10-08,5,7,1536
"2063",2016-10-02,"Bis BV",TRUE,201,"RVS 10mm",10,2016-10-09,9,8,3417
"2064",2016-10-02,"Wimmers Bouwketen",TRUE,144,"RVS 10mm",10,2016-10-09,5,1,864
"2065",2016-10-07,"KSW",TRUE,26,"RVS 10mm",5,2016-10-09,7,9,416
"2066",2016-10-07,"Janssen Fencing",TRUE,134,"Staal 7mm",5,2016-10-09,3,10,1742
"2067",2016-10-07,"Bart Speed and Safety",TRUE,198,"RVS 10mm",5,2016-10-09,8,6,2772
"2068",2016-10-07,"Andersen Koeltechnologie",TRUE,126,"Staal 7mm",5,2016-10-09,7,3,1260
"2069",2016-10-07,"Dutch Robot Builders",TRUE,34,"RVS 10mm",5,2016-10-09,9,10,646
"2070",2016-10-07,"Complete Technologies",TRUE,151,"RVS 7mm",5,2016-10-09,2,3,755
"2071",2016-09-13,"Dutch Robot Builders",TRUE,98,"RVS 10mm",30,2016-10-10,2,2,392
"2072",2016-10-08,"Karel Nieuwdam",TRUE,75,"RVS 10mm",5,2016-10-10,1,2,225
"2073",2016-10-08,"Kulong Machinery",TRUE,129,"Staal 7mm",5,2016-10-10,4,1,645
"2074",2016-10-08,"Borculo Maritieme Techniek",TRUE,37,"RVS 7mm",5,2016-10-10,5,6,407
"2075",2016-10-08,"Aga Scheepsbouw",TRUE,112,"RVS 10mm",5,2016-10-10,3,4,784
"2076",2016-09-14,"Aga Scheepsbouw",TRUE,83,"Staal 7mm",30,2016-10-11,3,2,415
"2077",2016-10-04,"Krom BV",TRUE,179,"RVS 10mm",10,2016-10-11,3,1,716
"2078",2016-10-09,"Rico Metaal",TRUE,143,"RVS 7mm",5,2016-10-11,8,8,2288
"2079",2016-10-09,"Proto Steel",TRUE,59,"RVS 7mm",5,2016-10-11,5,1,354
"2080",2016-10-09,"Larson Automotive Engineering",TRUE,102,"RVS 10mm",5,2016-10-11,9,4,1326
"2081",2016-10-09,"Hattink Spare Parts",TRUE,181,"RVS 7mm",5,2016-10-11,1,7,1448
"2082",2016-10-09,"Office Builders",TRUE,95,"RVS 10mm",5,2016-10-11,10,5,1425
"2083",2016-10-09,"Bart Speed and Safety",TRUE,71,"RVS 10mm",5,2016-10-11,10,6,1136
"2084",2016-10-09,"Sion Engineering",TRUE,68,"RVS 10mm",5,2016-10-11,3,7,680
"2085",2016-10-09,"Kimble Building Site Logistics",TRUE,60,"Staal 7mm",5,2016-10-11,6,3,540
"2086",2016-10-05,"Hattink Spare Parts",TRUE,57,"Staal 7mm",10,2016-10-12,2,1,171
"2087",2016-10-05,"Kuster Roasting Machines",TRUE,116,"RVS 10mm",10,2016-10-12,4,10,1624
"2088",2016-10-05,"Mink Industrial Metal Ware",TRUE,76,"RVS 7mm",10,2016-10-12,6,8,1064
"2089",2016-10-10,"Kopa Products",TRUE,175,"RVS 10mm",5,2016-10-12,1,9,1750
"2090",2016-10-10,"DTMetal",TRUE,104,"RVS 7mm",5,2016-10-12,10,3,1352
"2091",2016-10-10,"Breda Containerbouw",TRUE,112,"RVS 10mm",5,2016-10-12,4,6,1120
"2092",2016-10-10,"Wimmers Bouwketen",TRUE,18,"RVS 10mm",5,2016-10-12,3,7,180
"2093",2016-10-10,"Krom BV",TRUE,220,"RVS 10mm",5,2016-10-12,3,3,1320
"2094",2016-10-10,"Maja Metal Art",TRUE,142,"Staal 7mm",5,2016-10-12,1,1,284
"2095",2016-10-06,"Kimble Building Site Logistics",TRUE,95,"RVS 10mm",10,2016-10-13,2,7,855
"2096",2016-10-11,"Karel Nieuwdam",TRUE,118,"Staal 7mm",5,2016-10-13,10,1,1298
"2097",2016-10-11,"SODIA",TRUE,66,"RVS 10mm",5,2016-10-13,4,3,462
"2098",2016-10-11,"Kulong Machinery",TRUE,45,"Staal 7mm",5,2016-10-13,4,6,450
"2099",2016-10-11,"Dai Compressors",TRUE,65,"Staal 7mm",5,2016-10-13,5,4,585
"2100",2016-10-11,"Kopa Products",TRUE,50,"RVS 10mm",5,2016-10-13,4,3,350
"2101",2016-10-11,"Pol Opleggers",TRUE,215,"Staal 7mm",5,2016-10-13,9,7,3440
"2102",2016-10-11,"Breda Containerbouw",TRUE,36,"RVS 7mm",5,2016-10-13,8,5,468
"2103",2016-10-11,"Aga Scheepsbouw",TRUE,172,"RVS 10mm",5,2016-10-13,10,2,2064
"2104",2016-10-11,"Kimble Building Site Logistics",TRUE,144,"Staal 7mm",5,2016-10-13,6,7,1872
"2105",2016-10-07,"Rico Metaal",TRUE,104,"Staal 7mm",10,2016-10-14,6,6,1248
"2106",2016-10-07,"Dai Compressors",TRUE,147,"RVS 10mm",10,2016-10-14,7,5,1764
"2107",2016-10-07,"FTME",TRUE,19,"RVS 7mm",10,2016-10-14,2,4,114
"2108",2016-10-12,"KSW",TRUE,129,"Staal 7mm",5,2016-10-14,3,5,1032
"2109",2016-10-12,"Krom BV",TRUE,36,"RVS 10mm",5,2016-10-14,9,6,540
"2110",2016-10-12,"Pyro Mechanics",TRUE,141,"RVS 7mm",5,2016-10-14,5,3,1128
"2111",2016-10-12,"Kulong Machinery",TRUE,68,"RVS 10mm",5,2016-10-14,8,10,1224
"2112",2016-10-12,"DTMetal",TRUE,147,"RVS 10mm",5,2016-10-14,4,8,1764
"2113",2016-10-12,"Bart Speed and Safety",TRUE,144,"RVS 7mm",5,2016-10-14,8,2,1440
"2114",2016-10-12,"Waalwijk Machinebouw",TRUE,108,"RVS 10mm",5,2016-10-14,6,6,1296
"2115",2016-10-12,"Railtron",TRUE,118,"Staal 7mm",5,2016-10-14,1,5,708
"2116",2016-10-08,"Complete Technologies",TRUE,166,"RVS 10mm",10,2016-10-15,1,2,498
"2117",2016-10-13,"Krom BV",TRUE,191,"RVS 10mm",5,2016-10-15,6,10,3056
"2118",2016-10-13,"Kulong Machinery",TRUE,119,"RVS 10mm",5,2016-10-15,9,4,1547
"2119",2016-10-13,"Janssen Fencing",TRUE,102,"RVS 10mm",5,2016-10-15,7,3,1020
"2120",2016-10-13,"Waalwijk Machinebouw",TRUE,36,"Staal 7mm",5,2016-10-15,10,9,684
"2121",2016-10-13,"Dutch Robot Builders",TRUE,139,"RVS 10mm",5,2016-10-15,9,8,2363
"2122",2016-10-13,"Waalwijk Machinebouw",TRUE,144,"Staal 7mm",5,2016-10-15,2,3,720
"2123",2016-10-14,"Proto Steel",TRUE,79,"RVS 10mm",5,2016-10-16,9,5,1106
"2124",2016-10-14,"Pyro Mechanics",TRUE,187,"RVS 10mm",5,2016-10-16,9,10,3553
"2125",2016-10-14,"Kulong Machinery",TRUE,102,"RVS 10mm",5,2016-10-16,8,10,1836
"2126",2016-10-14,"Hattink Spare Parts",TRUE,122,"RVS 10mm",5,2016-10-16,4,2,732
"2127",2016-10-14,"Maja Metal Art",TRUE,87,"RVS 10mm",5,2016-10-16,10,9,1653
"2128",2016-10-14,"Waalwijk Machinebouw",TRUE,76,"Staal 7mm",5,2016-10-16,2,6,608
"2129",2016-10-14,"Wimmers Bouwketen",TRUE,66,"Staal 7mm",5,2016-10-16,4,4,528
"2130",2016-10-14,"Aga Scheepsbouw",TRUE,160,"Staal 7mm",5,2016-10-16,9,2,1760
"2131",2016-10-14,"Sion Engineering",TRUE,163,"RVS 10mm",5,2016-10-16,5,3,1304
"2132",2016-10-14,"Wimmers Bouwketen",TRUE,56,"RVS 10mm",5,2016-10-16,9,7,896
"2133",2016-09-20,"Bis BV",TRUE,182,"RVS 7mm",30,2016-10-17,2,7,1638
"2134",2016-10-15,"DTMetal",TRUE,86,"RVS 10mm",5,2016-10-17,9,9,1548
"2135",2016-10-15,"Office Builders",TRUE,125,"RVS 10mm",5,2016-10-17,5,3,1000
"2136",2016-10-15,"Borderwijk Robotics",TRUE,168,"RVS 7mm",5,2016-10-17,8,8,2688
"2137",2016-10-15,"Borderwijk Industrial Processing",TRUE,76,"RVS 10mm",5,2016-10-17,5,9,1064
"2138",2016-10-15,"Hattink Spare Parts",TRUE,13,"RVS 7mm",5,2016-10-17,2,5,91
"2139",2016-10-16,"Krom BV",TRUE,70,"RVS 7mm",5,2016-10-18,9,4,910
"2140",2016-10-16,"SODIA",TRUE,177,"RVS 10mm",5,2016-10-18,6,1,1239
"2141",2016-10-16,"Proto Steel",TRUE,90,"Staal 7mm",5,2016-10-18,9,7,1440
"2142",2016-10-16,"Kopa Products",TRUE,170,"Staal 7mm",5,2016-10-18,6,8,2380
"2143",2016-10-16,"Mink Industrial Metal Ware",TRUE,62,"RVS 10mm",5,2016-10-18,8,5,806
"2144",2016-10-12,"Dai Compressors",TRUE,49,"RVS 7mm",10,2016-10-19,8,1,441
"2145",2016-10-12,"Dutch Robot Builders",TRUE,36,"Staal 7mm",10,2016-10-19,4,10,504
"2146",2016-10-12,"Mink Industrial Metal Ware",TRUE,153,"RVS 10mm",10,2016-10-19,8,1,1377
"2147",2016-10-17,"SODIA",TRUE,82,"RVS 7mm",5,2016-10-19,8,6,1148
"2148",2016-10-17,"Rico Metaal",TRUE,128,"RVS 10mm",5,2016-10-19,9,2,1408
"2149",2016-10-17,"Metaal Combinatie Kanfort",TRUE,138,"RVS 10mm",5,2016-10-19,7,6,1794
"2150",2016-10-17,"Larson Automotive Engineering",TRUE,122,"Staal 7mm",5,2016-10-19,4,7,1342
"2151",2016-10-17,"Bart Speed and Safety",TRUE,136,"Staal 7mm",5,2016-10-19,6,8,1904
"2152",2016-10-17,"Borderwijk Industrial Processing",TRUE,188,"RVS 10mm",5,2016-10-19,8,9,3196
"2153",2016-10-17,"Breda Containerbouw",TRUE,83,"RVS 7mm",5,2016-10-19,9,10,1577
"2154",2016-10-17,"BASKO",TRUE,38,"Staal 7mm",5,2016-10-19,5,8,494
"2155",2016-10-17,"Secure Fencing",TRUE,154,"RVS 7mm",5,2016-10-19,6,3,1386
"2156",2016-10-17,"BASKO",TRUE,73,"RVS 10mm",5,2016-10-19,5,8,949
"2157",2016-10-18,"SODIA",TRUE,113,"RVS 10mm",5,2016-10-20,1,10,1243
"2158",2016-10-18,"Rico Metaal",TRUE,47,"RVS 10mm",5,2016-10-20,8,2,470
"2159",2016-10-18,"Aga Scheepsbouw",TRUE,118,"RVS 7mm",5,2016-10-20,5,7,1416
"2160",2016-10-18,"BASKO",TRUE,20,"RVS 10mm",5,2016-10-20,4,5,180
"2161",2016-10-18,"Secure Fencing",TRUE,165,"RVS 10mm",5,2016-10-20,2,3,825
"2162",2016-10-18,"Pyro Mechanics",TRUE,135,"RVS 10mm",5,2016-10-20,9,4,1755
"2163",2016-10-18,"Special Scaffoldings",TRUE,208,"Staal 7mm",5,2016-10-20,3,1,832
"2164",2016-10-19,"Krom BV",TRUE,47,"RVS 10mm",5,2016-10-21,6,5,517
"2165",2016-10-19,"Pol Opleggers",TRUE,146,"RVS 10mm",5,2016-10-21,8,4,1752
"2166",2016-10-19,"Railtron",TRUE,26,"Staal 7mm",5,2016-10-21,7,3,260
"2167",2016-10-19,"KSW",TRUE,165,"RVS 10mm",5,2016-10-21,2,7,1485
"2168",2016-10-15,"Staalwerk Leuth",TRUE,120,"RVS 10mm",10,2016-10-22,5,8,1560
"2169",2016-10-15,"Krom BV",TRUE,69,"Staal 7mm",10,2016-10-22,3,1,276
"2170",2016-10-15,"Bart Speed and Safety",TRUE,138,"RVS 10mm",10,2016-10-22,1,1,276
"2171",2016-10-20,"Pyro Mechanics",TRUE,103,"RVS 10mm",5,2016-10-22,7,3,1030
"2172",2016-10-20,"Larson Automotive Engineering",TRUE,225,"Staal 7mm",5,2016-10-22,8,6,3150
"2173",2016-10-20,"Hattink Spare Parts",TRUE,104,"Staal 7mm",5,2016-10-22,2,2,416
"2174",2016-10-20,"Kimble Building Site Logistics",TRUE,148,"RVS 7mm",5,2016-10-22,10,1,1628
"2175",2016-10-20,"Secure Fencing",TRUE,100,"RVS 10mm",5,2016-10-22,10,6,1600
"2176",2016-10-20,"Largo Steel Constructions",TRUE,85,"RVS 10mm",5,2016-10-22,7,9,1360
"2177",2016-10-21,"Kulong Machinery",TRUE,30,"Staal 7mm",5,2016-10-23,6,7,390
"2178",2016-10-21,"Larson Automotive Engineering",TRUE,126,"RVS 7mm",5,2016-10-23,3,6,1134
"2179",2016-10-21,"Borderwijk Robotics",TRUE,126,"RVS 7mm",5,2016-10-23,4,3,882
"2180",2016-10-21,"Aga Scheepsbouw",TRUE,113,"Staal 7mm",5,2016-10-23,10,3,1469
"2181",2016-10-21,"Sandon Foodprocessing",TRUE,82,"RVS 7mm",5,2016-10-23,1,9,820
"2182",2016-10-21,"Complete Technologies",TRUE,237,"RVS 7mm",5,2016-10-23,2,9,2607
"2183",2016-10-21,"CamCad",TRUE,80,"RVS 10mm",5,2016-10-23,6,5,880
"2184",2016-10-21,"Pyro Mechanics",TRUE,62,"Staal 7mm",5,2016-10-23,8,1,558
"2185",2016-10-21,"Hattink Spare Parts",TRUE,96,"Staal 7mm",5,2016-10-23,9,8,1632
"2186",2016-10-21,"Borderwijk Robotics",TRUE,128,"RVS 10mm",5,2016-10-23,9,2,1408
"2187",2016-09-27,"Bis BV",TRUE,189,"RVS 10mm",30,2016-10-24,2,2,756
"2188",2016-10-17,"Janssen Fencing",TRUE,219,"RVS 10mm",10,2016-10-24,2,8,2190
"2189",2016-10-17,"DTMetal",TRUE,126,"RVS 10mm",10,2016-10-24,3,6,1134
"2190",2016-10-17,"Maja Metal Art",TRUE,71,"Staal 7mm",10,2016-10-24,9,8,1207
"2191",2016-10-17,"Mink Industrial Metal Ware",TRUE,31,"RVS 10mm",10,2016-10-24,2,6,248
"2192",2016-10-22,"KSW",TRUE,129,"RVS 7mm",5,2016-10-24,5,4,1161
"2193",2016-10-22,"Krom BV",TRUE,121,"RVS 10mm",5,2016-10-24,7,4,1331
"2194",2016-10-22,"Karel Nieuwdam",TRUE,150,"RVS 10mm",5,2016-10-24,9,9,2700
"2195",2016-10-22,"DTMetal",TRUE,159,"RVS 10mm",5,2016-10-24,10,10,3180
"2196",2016-10-22,"Pol Opleggers",TRUE,85,"RVS 10mm",5,2016-10-24,8,6,1190
"2197",2016-10-22,"Bart Speed and Safety",TRUE,74,"RVS 7mm",5,2016-10-24,1,4,370
"2198",2016-10-22,"Dutch Robot Builders",TRUE,117,"RVS 10mm",5,2016-10-24,7,3,1170
"2199",2016-10-22,"Mink Industrial Metal Ware",TRUE,182,"Staal 7mm",5,2016-10-24,4,10,2548
"2200",2016-10-22,"Kimble Building Site Logistics",TRUE,160,"RVS 10mm",5,2016-10-24,1,4,800
"2201",2016-10-18,"Pol Opleggers",TRUE,36,"RVS 10mm",10,2016-10-25,7,10,612
"2202",2016-10-23,"Wimmers Bouwketen",TRUE,149,"RVS 7mm",5,2016-10-25,10,3,1937
"2203",2016-09-29,"Uniebouw Isolatietechnologie",TRUE,129,"RVS 10mm",30,2016-10-26,8,6,1806
"2204",2016-10-24,"Krom BV",TRUE,61,"RVS 10mm",5,2016-10-26,9,9,1098
"2205",2016-10-24,"Proto Steel",TRUE,222,"Staal 7mm",5,2016-10-26,1,5,1332
"2206",2016-10-24,"Kopa Products",TRUE,81,"RVS 10mm",5,2016-10-26,1,2,243
"2207",2016-10-24,"Bis BV",TRUE,148,"Staal 7mm",5,2016-10-26,1,1,296
"2208",2016-10-24,"Dutch Robot Builders",TRUE,167,"RVS 10mm",5,2016-10-26,8,1,1503
"2209",2016-10-24,"Kimble Building Site Logistics",TRUE,126,"RVS 10mm",5,2016-10-26,1,2,378
"2210",2016-10-24,"Largo Steel Constructions",TRUE,119,"RVS 7mm",5,2016-10-26,3,6,1071
"2211",2016-09-30,"Pyro Mechanics",TRUE,105,"Staal 7mm",30,2016-10-27,8,1,945
"2212",2016-10-20,"Kulong Machinery",TRUE,223,"Staal 7mm",10,2016-10-27,8,10,4014
"2213",2016-10-20,"Pol Opleggers",TRUE,59,"RVS 10mm",10,2016-10-27,4,9,767
"2214",2016-10-25,"Dai Compressors",TRUE,85,"RVS 10mm",5,2016-10-27,7,8,1275
"2215",2016-10-25,"Breda Containerbouw",TRUE,134,"RVS 10mm",5,2016-10-27,3,9,1608
"2216",2016-10-25,"Dutch Robot Builders",TRUE,104,"RVS 10mm",5,2016-10-27,10,4,1456
"2217",2016-10-25,"Secure Fencing",TRUE,188,"RVS 7mm",5,2016-10-27,1,2,564
"2218",2016-10-21,"Breda Containerbouw",TRUE,42,"RVS 10mm",10,2016-10-28,5,2,294
"2219",2016-10-26,"CamCad",TRUE,65,"RVS 7mm",5,2016-10-28,10,6,1040
"2220",2016-10-26,"Dai Compressors",TRUE,218,"RVS 7mm",5,2016-10-28,3,4,1526
"2221",2016-10-26,"Janssen Fencing",TRUE,94,"RVS 10mm",5,2016-10-28,5,3,752
"2222",2016-10-26,"Borderwijk Industrial Processing",TRUE,63,"RVS 10mm",5,2016-10-28,7,8,945
"2223",2016-10-26,"Laardam Kasbouw",TRUE,91,"RVS 10mm",5,2016-10-28,4,5,819
"2224",2016-10-26,"Uniebouw Isolatietechnologie",TRUE,23,"RVS 7mm",5,2016-10-28,8,10,414
"2225",2016-10-26,"Wimmers Bouwketen",TRUE,20,"RVS 10mm",5,2016-10-28,2,2,80
"2226",2016-10-26,"Borculo Maritieme Techniek",TRUE,80,"RVS 10mm",5,2016-10-28,2,9,880
"2227",2016-10-26,"Dutch Robot Builders",TRUE,274,"Staal 7mm",5,2016-10-28,4,4,2192
"2228",2016-10-26,"Mink Industrial Metal Ware",TRUE,115,"RVS 10mm",5,2016-10-28,6,4,1150
"2229",2016-10-22,"CamCad",TRUE,132,"RVS 10mm",10,2016-10-29,3,2,660
"2230",2016-10-22,"Uniebouw Isolatietechnologie",TRUE,111,"Staal 7mm",10,2016-10-29,1,2,333
"2231",2016-10-22,"Wimmers Bouwketen",TRUE,176,"Staal 7mm",10,2016-10-29,10,3,2288
"2232",2016-10-27,"Maja Metal Art",TRUE,220,"RVS 7mm",5,2016-10-29,4,7,2420
"2233",2016-10-27,"Waalwijk Machinebouw",TRUE,141,"Staal 7mm",5,2016-10-29,9,3,1692
"2234",2016-10-27,"Wimmers Bouwketen",TRUE,76,"RVS 10mm",5,2016-10-29,9,7,1216
"2235",2016-10-27,"Aga Scheepsbouw",TRUE,20,"Staal 7mm",5,2016-10-29,3,7,200
"2236",2016-10-27,"Borculo Maritieme Techniek",TRUE,83,"RVS 7mm",5,2016-10-29,10,9,1577
"2237",2016-10-23,"Pol Opleggers",TRUE,167,"RVS 10mm",10,2016-10-30,2,10,2004
"2238",2016-10-28,"Staalwerk Leuth",TRUE,64,"Staal 7mm",5,2016-10-30,9,7,1024
"2239",2016-10-28,"Rico Metaal",TRUE,88,"Staal 7mm",5,2016-10-30,2,2,352
"2240",2016-10-28,"Kulong Machinery",TRUE,48,"Staal 7mm",5,2016-10-30,2,1,144
"2241",2016-10-28,"Andersen Koeltechnologie",TRUE,200,"RVS 10mm",5,2016-10-30,5,4,1800
"2242",2016-10-28,"Dutch Robot Builders",TRUE,8,"Staal 7mm",5,2016-10-30,1,3,32
"2243",2016-10-28,"BASKO",TRUE,167,"RVS 7mm",5,2016-10-30,1,8,1503
"2244",2016-10-28,"Secure Fencing",TRUE,176,"Staal 7mm",5,2016-10-30,2,5,1232
"2245",2016-10-28,"Mink Industrial Metal Ware",TRUE,185,"RVS 10mm",5,2016-10-30,9,6,2775
"2246",2016-10-24,"Pol Opleggers",TRUE,42,"RVS 10mm",10,2016-10-31,9,7,672
"2247",2016-10-24,"Maja Metal Art",TRUE,126,"RVS 10mm",10,2016-10-31,5,5,1260
"2248",2016-10-24,"Laardam Kasbouw",TRUE,64,"RVS 10mm",10,2016-10-31,8,6,896
"2249",2016-10-29,"Kulong Machinery",TRUE,94,"RVS 10mm",5,2016-10-31,2,6,752
"2250",2016-10-29,"Janssen Fencing",TRUE,147,"RVS 10mm",5,2016-10-31,4,5,1323
"2251",2016-10-29,"Special Scaffoldings",TRUE,174,"RVS 7mm",5,2016-10-31,5,10,2610
"2252",2016-10-29,"Breda Containerbouw",TRUE,92,"RVS 7mm",5,2016-10-31,3,7,920
"2253",2016-10-29,"Borculo Maritieme Techniek",TRUE,108,"RVS 10mm",5,2016-10-31,10,7,1836
"2254",2016-10-29,"Kimble Building Site Logistics",TRUE,55,"RVS 10mm",5,2016-10-31,8,2,550
"2255",2016-10-05,"Bis BV",TRUE,92,"RVS 10mm",30,2016-11-01,4,8,1104
"2256",2016-10-25,"Karel Nieuwdam",TRUE,106,"RVS 10mm",10,2016-11-01,5,10,1590
"2257",2016-10-25,"Kopa Products",TRUE,106,"RVS 10mm",10,2016-11-01,4,5,954
"2258",2016-10-25,"Pol Opleggers",TRUE,117,"RVS 7mm",10,2016-11-01,3,1,468
"2259",2016-10-30,"Staalwerk Leuth",TRUE,173,"RVS 10mm",5,2016-11-01,10,3,2249
"2260",2016-10-30,"Janssen Fencing",TRUE,124,"RVS 7mm",5,2016-11-01,3,5,992
"2261",2016-10-30,"Sandon Foodprocessing",TRUE,131,"RVS 7mm",5,2016-11-01,4,2,786
"2262",2016-10-30,"Borculo Maritieme Techniek",TRUE,120,"RVS 10mm",5,2016-11-01,1,9,1200
"2263",2016-10-30,"Kimble Building Site Logistics",TRUE,107,"RVS 10mm",5,2016-11-01,8,4,1284
"2264",2016-10-30,"Mink Industrial Metal Ware",TRUE,32,"RVS 7mm",5,2016-11-01,10,4,448
"2265",2016-10-06,"Borderwijk Robotics",TRUE,83,"RVS 10mm",30,2016-11-02,7,4,913
"2266",2016-10-26,"Maja Metal Art",TRUE,99,"Staal 7mm",10,2016-11-02,8,3,1089
"2267",2016-10-31,"Karel Nieuwdam",TRUE,201,"Staal 7mm",5,2016-11-02,10,10,4020
"2268",2016-10-31,"Hattink Spare Parts",TRUE,187,"RVS 10mm",5,2016-11-02,1,9,1870
"2269",2016-10-31,"Metaalbouw Veluwe",TRUE,135,"RVS 7mm",5,2016-11-02,9,1,1350
"2270",2016-10-31,"Andersen Koeltechnologie",TRUE,93,"RVS 10mm",5,2016-11-02,1,6,651
"2271",2016-10-31,"Aga Scheepsbouw",TRUE,80,"RVS 10mm",5,2016-11-02,9,6,1200
"2272",2016-10-31,"Kuster Roasting Machines",TRUE,43,"RVS 7mm",5,2016-11-02,7,7,602
"2273",2016-10-31,"Pyro Mechanics",TRUE,76,"RVS 10mm",5,2016-11-02,6,9,1140
"2274",2016-10-27,"Kimble Building Site Logistics",TRUE,109,"RVS 10mm",10,2016-11-03,5,3,872
"2275",2016-11-01,"Janssen Fencing",TRUE,138,"RVS 10mm",5,2016-11-03,2,4,828
"2276",2016-11-01,"Laardam Kasbouw",TRUE,137,"Staal 7mm",5,2016-11-03,6,1,959
"2277",2016-11-01,"Aga Scheepsbouw",TRUE,229,"Staal 7mm",5,2016-11-03,5,4,2061
"2278",2016-11-01,"Dutch Robot Builders",TRUE,35,"RVS 7mm",5,2016-11-03,6,1,245
"2279",2016-11-01,"Pol Opleggers",TRUE,157,"Staal 7mm",5,2016-11-03,6,2,1256
"2280",2016-11-02,"Krom BV",TRUE,82,"RVS 10mm",5,2016-11-04,5,8,1066
"2281",2016-11-02,"SODIA",TRUE,34,"RVS 7mm",5,2016-11-04,5,3,272
"2282",2016-11-02,"Dai Compressors",TRUE,85,"RVS 7mm",5,2016-11-04,5,4,765
"2283",2016-11-02,"Janssen Fencing",TRUE,144,"Staal 7mm",5,2016-11-04,7,1,1152
"2284",2016-11-02,"Pol Opleggers",TRUE,102,"Staal 7mm",5,2016-11-04,2,1,306
"2285",2016-11-02,"Borculo Maritieme Techniek",TRUE,114,"RVS 10mm",5,2016-11-04,1,9,1140
"2286",2016-11-02,"Dutch Robot Builders",TRUE,136,"RVS 10mm",5,2016-11-04,4,3,952
"2287",2016-11-02,"Largo Steel Constructions",TRUE,62,"RVS 7mm",5,2016-11-04,9,3,744
"2288",2016-10-29,"KSW",TRUE,113,"Staal 7mm",10,2016-11-05,9,8,1921
"2289",2016-11-03,"Staalwerk Leuth",TRUE,138,"RVS 10mm",5,2016-11-05,10,10,2760
"2290",2016-11-03,"Metaal Combinatie Kanfort",TRUE,45,"RVS 10mm",5,2016-11-05,2,4,270
"2291",2016-11-03,"Larson Automotive Engineering",TRUE,128,"RVS 7mm",5,2016-11-05,6,2,1024
"2292",2016-11-03,"Special Scaffoldings",TRUE,8,"RVS 7mm",5,2016-11-05,9,7,128
"2293",2016-11-03,"Borderwijk Industrial Processing",TRUE,139,"RVS 10mm",5,2016-11-05,7,9,2224
"2294",2016-11-03,"Aga Scheepsbouw",TRUE,110,"Staal 7mm",5,2016-11-05,9,10,2090
